Date,Province,Industry,Work Type,Gender,Age Group,Avg Hourly Wage,Median Hourly Wage,Avg Weekly Wage,Median Weekly Wage
2024-01,Saskatchewan,Information Technology,Part-time,Female,25-34,42.45,44.43,1675.91,1700.12
2024-01,Saskatchewan,Information Technology,Part-time,Female,35-44,42.58,44.04,1545.84,1496.0
2024-01,Saskatchewan,Information Technology,Part-time,Female,45-54,33.26,33.66,1279.46,1048.58
2024-01,Saskatchewan,Information Technology,Part-time,Female,55-64,39.01,40.26,1348.09,1237.25
2024-01,Saskatchewan,Information Technology,Part-time,Female,65+,34.5,35.12,1103.3,1242.07
2024-01,Saskatchewan,Information Technology,Part-time,Non-binary,15-24,15.15,15.59,525.27,504.3
2024-01,Saskatchewan,Information Technology,Part-time,Non-binary,25-34,34.17,34.64,1304.13,1329.41
2024-01,Saskatchewan,Information Technology,Part-time,Non-binary,35-44,29.74,30.85,1064.47,1046.32
2024-01,Saskatchewan,Information Technology,Part-time,Non-binary,45-54,38.05,38.35,1507.47,1178.84
2024-01,Saskatchewan,Information Technology,Part-time,Non-binary,55-64,48.99,49.95,1903.09,1951.03
2024-01,Saskatchewan,Information Technology,Part-time,Non-binary,65+,15.65,15.85,548.44,588.75
2024-01,Saskatchewan,Finance,Full-time,Male,15-24,42.97,41.36,1579.28,1440.93
2024-01,Saskatchewan,Finance,Full-time,Male,25-34,38.33,39.22,1444.85,1288.32
2024-01,Saskatchewan,Finance,Full-time,Male,35-44,18.75,18.4,563.1,637.33
2024-01,Saskatchewan,Finance,Full-time,Male,45-54,23.18,23.04,870.52,875.66
2024-01,Saskatchewan,Finance,Full-time,Male,55-64,20.34,21.06,764.87,706.99
2024-01,Saskatchewan,Finance,Full-time,Male,65+,27.78,27.42,1075.65,867.68
2024-01,Saskatchewan,Finance,Full-time,Female,15-24,16.07,16.69,533.07,599.16
2024-01,Saskatchewan,Finance,Full-time,Female,25-34,21.46,20.84,746.65,784.13
2024-01,Saskatchewan,Finance,Full-time,Female,35-44,21.53,21.27,822.97,766.62
2024-01,Saskatchewan,Finance,Full-time,Female,45-54,45.3,46.98,1643.22,1680.91
2024-01,Saskatchewan,Finance,Full-time,Female,55-64,20.45,19.58,803.02,627.11
2024-01,Saskatchewan,Finance,Full-time,Female,65+,48.96,49.97,1790.6,1779.22
2024-01,Saskatchewan,Finance,Full-time,Non-binary,15-24,16.49,16.06,503.91,528.59
2024-01,Saskatchewan,Finance,Full-time,Non-binary,25-34,15.57,15.01,467.49,465.11
2024-01,Saskatchewan,Finance,Full-time,Non-binary,35-44,39.05,38.24,1521.03,1164.22
2024-01,Saskatchewan,Finance,Full-time,Non-binary,45-54,18.26,18.51,574.51,605.28
2024-01,Saskatchewan,Finance,Full-time,Non-binary,55-64,19.52,19.0,738.62,681.35
2024-01,Saskatchewan,Finance,Full-time,Non-binary,65+,45.63,44.92,1381.8,1666.59
2024-01,Saskatchewan,Finance,Part-time,Male,15-24,16.27,16.72,551.19,658.73
2024-01,Saskatchewan,Finance,Part-time,Male,25-34,45.8,43.77,1495.56,1327.91
2024-01,Saskatchewan,Finance,Part-time,Male,35-44,30.31,29.17,1005.31,942.77
2024-01,Saskatchewan,Finance,Part-time,Male,45-54,18.53,18.79,660.38,600.76
2024-01,Saskatchewan,Finance,Part-time,Male,55-64,33.2,33.6,1116.19,1056.23
2024-01,Saskatchewan,Finance,Part-time,Male,65+,44.68,45.49,1461.14,1455.53
2024-01,Saskatchewan,Finance,Part-time,Female,15-24,19.11,19.47,760.56,585.11
2024-01,Saskatchewan,Finance,Part-time,Female,25-34,40.57,40.98,1305.81,1412.84
2024-01,Saskatchewan,Finance,Part-time,Female,35-44,31.79,32.02,1214.5,1223.48
2024-01,Saskatchewan,Finance,Part-time,Female,45-54,48.11,48.97,1628.13,1628.44
2024-01,Saskatchewan,Finance,Part-time,Female,55-64,46.63,47.92,1430.01,1758.52
2024-01,Saskatchewan,Finance,Part-time,Female,65+,32.08,31.88,1270.54,1051.52
2024-01,Saskatchewan,Finance,Part-time,Non-binary,15-24,47.69,45.55,1572.71,1455.42
2024-01,Saskatchewan,Finance,Part-time,Non-binary,25-34,43.12,41.7,1607.15,1418.61
2024-01,Saskatchewan,Finance,Part-time,Non-binary,35-44,40.8,40.57,1293.65,1350.94
2024-01,Saskatchewan,Finance,Part-time,Non-binary,45-54,49.77,49.59,1617.62,1525.17
2024-01,Saskatchewan,Finance,Part-time,Non-binary,55-64,29.17,29.79,970.41,1004.09
2024-01,Saskatchewan,Finance,Part-time,Non-binary,65+,31.35,32.62,1126.31,1055.28
2024-01,Saskatchewan,Healthcare,Full-time,Male,15-24,39.44,39.35,1196.52,1559.95
2024-01,Saskatchewan,Healthcare,Full-time,Male,25-34,17.44,16.84,599.16,565.07
2024-01,Saskatchewan,Healthcare,Full-time,Male,35-44,19.78,20.24,718.03,650.43
2024-01,Saskatchewan,Healthcare,Full-time,Male,45-54,33.77,33.6,1234.51,1170.57
2024-01,Saskatchewan,Healthcare,Full-time,Male,55-64,42.59,41.46,1638.44,1401.34
2024-01,Saskatchewan,Healthcare,Full-time,Male,65+,32.8,34.29,1127.57,1180.99
2024-01,Saskatchewan,Healthcare,Full-time,Female,15-24,41.07,39.63,1491.87,1286.11
2024-01,Saskatchewan,Healthcare,Full-time,Female,25-34,48.32,48.03,1623.88,1614.16
2024-01,Saskatchewan,Healthcare,Full-time,Female,35-44,39.79,40.31,1539.43,1350.24
2024-01,Saskatchewan,Healthcare,Full-time,Female,45-54,35.21,35.56,1205.12,1286.3
2024-01,Saskatchewan,Healthcare,Full-time,Female,55-64,32.82,33.26,1150.31,1223.48
2024-01,Saskatchewan,Healthcare,Full-time,Female,65+,16.34,16.52,652.48,648.29
2024-01,Saskatchewan,Healthcare,Full-time,Non-binary,15-24,17.62,17.82,700.3,566.49
2024-01,Saskatchewan,Healthcare,Full-time,Non-binary,25-34,30.84,31.62,1169.48,1199.48
2024-01,Saskatchewan,Healthcare,Full-time,Non-binary,35-44,49.37,48.59,1938.49,1863.35
2024-01,Saskatchewan,Healthcare,Full-time,Non-binary,45-54,38.99,39.91,1415.4,1363.2
2024-01,Saskatchewan,Healthcare,Full-time,Non-binary,55-64,40.17,38.25,1344.47,1485.39
2024-01,Saskatchewan,Healthcare,Full-time,Non-binary,65+,42.03,42.69,1524.0,1459.26
2024-01,Saskatchewan,Healthcare,Part-time,Male,15-24,49.62,51.84,1791.91,1679.24
2024-01,Saskatchewan,Healthcare,Part-time,Male,25-34,45.56,46.24,1477.86,1664.12
2024-01,Saskatchewan,Healthcare,Part-time,Male,35-44,23.21,23.94,876.95,765.5
2024-01,Saskatchewan,Healthcare,Part-time,Male,45-54,34.99,35.08,1374.7,1335.55
2024-01,Saskatchewan,Healthcare,Part-time,Male,55-64,23.43,23.32,835.14,747.64
2024-01,Saskatchewan,Healthcare,Part-time,Male,65+,25.48,25.61,833.96,872.36
2024-01,Saskatchewan,Healthcare,Part-time,Female,15-24,31.46,32.19,972.53,1282.32
2024-01,Saskatchewan,Healthcare,Part-time,Female,25-34,19.78,19.73,699.3,680.37
2024-01,Saskatchewan,Healthcare,Part-time,Female,35-44,41.31,41.85,1553.61,1656.74
2024-01,Saskatchewan,Healthcare,Part-time,Female,45-54,43.92,45.78,1374.99,1574.37
2024-01,Saskatchewan,Healthcare,Part-time,Female,55-64,20.55,20.21,804.25,731.63
2024-01,Saskatchewan,Healthcare,Part-time,Female,65+,47.56,46.54,1841.18,1445.57
2024-01,Saskatchewan,Healthcare,Part-time,Non-binary,15-24,39.74,40.93,1324.16,1628.37
2024-01,Saskatchewan,Healthcare,Part-time,Non-binary,25-34,20.83,20.66,671.21,635.29
2024-01,Saskatchewan,Healthcare,Part-time,Non-binary,35-44,33.08,32.15,1232.59,1030.43
2024-01,Saskatchewan,Healthcare,Part-time,Non-binary,45-54,33.02,31.52,1208.44,1210.86
2024-01,Saskatchewan,Healthcare,Part-time,Non-binary,55-64,21.65,21.07,744.98,745.74
2024-01,Saskatchewan,Healthcare,Part-time,Non-binary,65+,48.8,47.0,1676.37,1414.87
2024-01,Saskatchewan,Education,Full-time,Male,15-24,47.75,47.78,1665.6,1745.07
2024-01,Saskatchewan,Education,Full-time,Male,25-34,30.94,30.25,1141.64,1097.3
2024-01,Saskatchewan,Education,Full-time,Male,35-44,15.92,16.24,528.46,572.52
2024-01,Saskatchewan,Education,Full-time,Male,45-54,44.17,42.03,1548.99,1431.8
2024-01,Saskatchewan,Education,Full-time,Male,55-64,32.85,33.17,1074.65,1031.72
2024-01,Saskatchewan,Education,Full-time,Male,65+,44.97,47.02,1727.98,1668.29
2024-01,Saskatchewan,Education,Full-time,Female,15-24,19.29,19.13,728.84,644.27
2024-01,Saskatchewan,Education,Full-time,Female,25-34,39.34,38.98,1412.84,1463.67
2024-01,Saskatchewan,Education,Full-time,Female,35-44,15.61,15.22,562.86,548.35
2024-01,Saskatchewan,Education,Full-time,Female,45-54,33.87,32.3,1157.59,1145.42
2024-01,Saskatchewan,Education,Full-time,Female,55-64,33.95,34.53,1251.75,1225.64
2024-01,Saskatchewan,Education,Full-time,Female,65+,40.93,40.04,1469.97,1430.43
2024-01,Saskatchewan,Education,Full-time,Non-binary,15-24,26.99,27.78,946.95,885.97
2024-01,Saskatchewan,Education,Full-time,Non-binary,25-34,16.74,16.45,576.78,627.57
2024-01,Saskatchewan,Education,Full-time,Non-binary,35-44,25.4,24.88,845.47,831.96
2024-01,Saskatchewan,Education,Full-time,Non-binary,45-54,16.2,15.72,563.02,577.93
2024-01,Saskatchewan,Education,Full-time,Non-binary,55-64,33.96,33.54,1278.27,1197.93
2024-01,Saskatchewan,Education,Full-time,Non-binary,65+,36.9,36.48,1450.58,1326.81
2024-01,Saskatchewan,Education,Part-time,Male,15-24,42.35,43.91,1623.82,1447.41
2024-01,Saskatchewan,Education,Part-time,Male,25-34,44.29,44.48,1519.37,1756.33
2024-01,Saskatchewan,Education,Part-time,Male,35-44,42.37,40.72,1687.61,1547.81
2024-01,Saskatchewan,Education,Part-time,Male,45-54,22.28,22.2,861.94,724.46
2024-01,Saskatchewan,Education,Part-time,Male,55-64,40.25,38.51,1345.99,1306.17
2024-01,Saskatchewan,Education,Part-time,Male,65+,22.28,21.29,826.13,843.45
2024-01,Saskatchewan,Education,Part-time,Female,15-24,34.94,36.53,1184.6,1309.0
2024-01,Saskatchewan,Education,Part-time,Female,25-34,15.46,15.73,554.99,544.66
2024-01,Saskatchewan,Education,Part-time,Female,35-44,21.35,21.02,775.34,750.18
2024-01,Saskatchewan,Education,Part-time,Female,45-54,22.44,21.49,673.66,689.62
2024-01,Saskatchewan,Education,Part-time,Female,55-64,21.39,21.49,655.27,782.02
2024-01,Saskatchewan,Education,Part-time,Female,65+,21.08,20.98,761.0,799.76
2024-01,Saskatchewan,Education,Part-time,Non-binary,15-24,42.26,40.58,1509.48,1575.27
2024-01,Saskatchewan,Education,Part-time,Non-binary,25-34,47.53,46.94,1871.65,1612.72
2024-01,Saskatchewan,Education,Part-time,Non-binary,35-44,35.95,34.37,1317.35,1052.49
2024-01,Saskatchewan,Education,Part-time,Non-binary,45-54,34.53,35.52,1165.21,1129.0
2024-01,Saskatchewan,Education,Part-time,Non-binary,55-64,40.07,41.53,1299.29,1536.68
2024-01,Saskatchewan,Education,Part-time,Non-binary,65+,24.48,23.9,959.62,870.91
2024-01,Saskatchewan,Public Administration,Full-time,Male,15-24,44.15,45.22,1622.05,1505.82
2024-01,Saskatchewan,Public Administration,Full-time,Male,25-34,33.41,34.87,1175.01,1220.49
2024-01,Saskatchewan,Public Administration,Full-time,Male,35-44,23.19,24.07,728.39,882.62
2024-01,Saskatchewan,Public Administration,Full-time,Male,45-54,45.01,47.2,1613.24,1498.51
2024-01,Saskatchewan,Public Administration,Full-time,Male,55-64,41.59,42.69,1261.21,1540.12
2024-01,Saskatchewan,Public Administration,Full-time,Male,65+,46.96,48.21,1716.78,1846.44
2024-01,Saskatchewan,Public Administration,Full-time,Female,15-24,35.96,35.04,1377.18,1373.82
2024-01,Saskatchewan,Public Administration,Full-time,Female,25-34,24.58,25.53,903.44,912.43
2024-01,Saskatchewan,Public Administration,Full-time,Female,35-44,18.26,18.41,567.48,554.02
2024-01,Saskatchewan,Public Administration,Full-time,Female,45-54,36.26,35.24,1173.21,1237.57
2024-01,Saskatchewan,Public Administration,Full-time,Female,55-64,23.56,23.94,738.27,950.94
2024-01,Saskatchewan,Public Administration,Full-time,Female,65+,27.58,28.05,1093.11,849.58
2024-01,Saskatchewan,Public Administration,Full-time,Non-binary,15-24,44.26,45.45,1473.24,1615.5
2024-01,Saskatchewan,Public Administration,Full-time,Non-binary,25-34,31.09,29.76,1136.36,1022.61
2024-01,Saskatchewan,Public Administration,Full-time,Non-binary,35-44,17.14,17.86,623.98,570.52
2024-01,Saskatchewan,Public Administration,Full-time,Non-binary,45-54,17.1,17.2,658.24,605.15
2024-01,Saskatchewan,Public Administration,Full-time,Non-binary,55-64,20.02,19.99,674.35,648.98
2024-01,Saskatchewan,Public Administration,Full-time,Non-binary,65+,38.06,39.41,1178.89,1352.73
2024-01,Saskatchewan,Public Administration,Part-time,Male,15-24,34.98,35.46,1131.64,1233.71
2024-01,Saskatchewan,Public Administration,Part-time,Male,25-34,29.13,29.33,1022.7,1073.55
2024-01,Saskatchewan,Public Administration,Part-time,Male,35-44,23.02,22.44,765.88,880.78
2024-01,Saskatchewan,Public Administration,Part-time,Male,45-54,20.99,21.88,718.94,855.34
2024-01,Saskatchewan,Public Administration,Part-time,Male,55-64,27.61,28.14,1043.38,1051.09
2024-01,Saskatchewan,Public Administration,Part-time,Male,65+,15.58,15.77,496.56,508.71
2024-01,Saskatchewan,Public Administration,Part-time,Female,15-24,45.01,43.97,1425.81,1475.92
2024-01,Saskatchewan,Public Administration,Part-time,Female,25-34,18.95,19.42,575.33,661.08
2024-01,Saskatchewan,Public Administration,Part-time,Female,35-44,37.45,36.16,1218.65,1295.26
2024-01,Saskatchewan,Public Administration,Part-time,Female,45-54,48.79,50.06,1908.47,1891.12
2024-01,Saskatchewan,Public Administration,Part-time,Female,55-64,39.06,40.76,1217.51,1497.98
2024-01,Saskatchewan,Public Administration,Part-time,Female,65+,29.95,29.52,935.01,1144.91
2024-01,Saskatchewan,Public Administration,Part-time,Non-binary,15-24,21.01,20.53,695.02,707.58
2024-01,Saskatchewan,Public Administration,Part-time,Non-binary,25-34,25.85,26.63,777.76,970.43
2024-01,Saskatchewan,Public Administration,Part-time,Non-binary,35-44,35.18,35.77,1341.32,1104.62
2024-01,Saskatchewan,Public Administration,Part-time,Non-binary,45-54,42.27,40.98,1301.53,1631.04
2024-01,Saskatchewan,Public Administration,Part-time,Non-binary,55-64,46.97,45.07,1782.73,1366.92
2024-01,Saskatchewan,Public Administration,Part-time,Non-binary,65+,43.38,41.45,1494.55,1589.64
2024-01,Nova Scotia,Agriculture,Full-time,Male,15-24,41.34,42.73,1315.31,1311.66
2024-01,Nova Scotia,Agriculture,Full-time,Male,25-34,15.55,15.6,502.13,504.61
2024-01,Nova Scotia,Agriculture,Full-time,Male,35-44,27.04,27.14,951.96,948.64
2024-01,Nova Scotia,Agriculture,Full-time,Male,45-54,19.78,19.09,599.95,729.86
2024-01,Nova Scotia,Agriculture,Full-time,Male,55-64,40.27,40.39,1484.21,1606.37
2024-01,Nova Scotia,Agriculture,Full-time,Male,65+,42.53,42.79,1524.16,1421.06
2024-01,Nova Scotia,Agriculture,Full-time,Female,15-24,35.79,35.94,1391.32,1081.91
2024-01,Nova Scotia,Agriculture,Full-time,Female,25-34,41.61,42.85,1431.65,1601.58
2024-01,Nova Scotia,Agriculture,Full-time,Female,35-44,22.57,22.77,832.97,848.42
2024-01,Nova Scotia,Agriculture,Full-time,Female,45-54,23.03,23.82,894.98,768.02
2024-01,Nova Scotia,Agriculture,Full-time,Female,55-64,45.09,43.02,1674.06,1424.84
2024-01,Nova Scotia,Agriculture,Full-time,Female,65+,25.98,25.69,992.76,896.62
2024-01,Nova Scotia,Agriculture,Full-time,Non-binary,15-24,23.79,24.39,870.91,931.37
2024-01,Nova Scotia,Agriculture,Full-time,Non-binary,25-34,34.97,33.65,1264.62,1140.95
2024-01,Nova Scotia,Agriculture,Full-time,Non-binary,35-44,41.46,43.22,1410.59,1350.45
2024-01,Nova Scotia,Agriculture,Full-time,Non-binary,45-54,19.28,19.84,685.72,728.45
2024-01,Nova Scotia,Agriculture,Full-time,Non-binary,55-64,28.46,28.22,934.84,945.39
2024-01,Nova Scotia,Agriculture,Full-time,Non-binary,65+,21.62,21.35,826.53,702.57
2024-01,Nova Scotia,Agriculture,Part-time,Male,15-24,25.33,25.72,977.33,818.91
2024-01,Nova Scotia,Agriculture,Part-time,Male,25-34,25.15,24.74,887.59,759.47
2024-01,Nova Scotia,Agriculture,Part-time,Male,35-44,35.65,35.21,1099.92,1255.9
2024-01,Nova Scotia,Agriculture,Part-time,Male,45-54,17.91,17.26,607.69,666.74
2024-01,Nova Scotia,Agriculture,Part-time,Male,55-64,42.9,42.34,1317.69,1479.8
2024-01,Nova Scotia,Agriculture,Part-time,Male,65+,22.87,22.48,798.2,867.08
2024-01,Nova Scotia,Agriculture,Part-time,Female,15-24,19.96,20.34,749.68,660.49
2024-01,Nova Scotia,Agriculture,Part-time,Female,25-34,19.85,20.54,614.97,619.32
2024-01,Nova Scotia,Agriculture,Part-time,Female,35-44,20.48,20.28,747.95,730.01
2024-01,Nova Scotia,Agriculture,Part-time,Female,45-54,38.06,37.57,1404.66,1227.85
2024-01,Nova Scotia,Agriculture,Part-time,Female,55-64,49.6,51.41,1810.47,1768.51
2024-01,Nova Scotia,Agriculture,Part-time,Female,65+,32.62,32.1,1129.75,1176.15
2024-01,Nova Scotia,Agriculture,Part-time,Non-binary,15-24,23.57,23.41,747.52,846.88
2024-01,Nova Scotia,Agriculture,Part-time,Non-binary,25-34,43.05,41.4,1687.58,1267.02
2024-01,Nova Scotia,Agriculture,Part-time,Non-binary,35-44,22.46,21.78,852.33,835.59
2024-01,Nova Scotia,Agriculture,Part-time,Non-binary,45-54,16.72,17.13,554.31,650.78
2024-01,Nova Scotia,Agriculture,Part-time,Non-binary,55-64,22.91,22.31,884.03,886.22
2024-01,Nova Scotia,Agriculture,Part-time,Non-binary,65+,30.45,29.84,1144.38,920.77
2024-01,Nova Scotia,Construction,Full-time,Male,15-24,20.52,19.58,700.64,693.46
2024-01,Nova Scotia,Construction,Full-time,Male,25-34,48.67,49.25,1867.15,1918.82
2024-01,Nova Scotia,Construction,Full-time,Male,35-44,37.43,35.66,1442.87,1254.63
2024-01,Nova Scotia,Construction,Full-time,Male,45-54,36.8,35.17,1368.42,1211.51
2024-01,Nova Scotia,Construction,Full-time,Male,55-64,48.54,48.02,1504.55,1770.61
2024-01,Nova Scotia,Construction,Full-time,Male,65+,18.49,19.23,555.63,612.45
2024-01,Nova Scotia,Construction,Full-time,Female,15-24,31.22,30.37,1128.97,1020.03
2024-01,Nova Scotia,Construction,Full-time,Female,25-34,24.73,24.82,832.87,772.94
2024-01,Nova Scotia,Construction,Full-time,Female,35-44,27.21,27.36,1084.22,840.68
2024-01,Nova Scotia,Construction,Full-time,Female,45-54,48.75,50.49,1656.21,2012.12
2024-01,Nova Scotia,Construction,Full-time,Female,55-64,44.14,42.94,1484.61,1313.77
2024-01,Nova Scotia,Construction,Full-time,Female,65+,17.96,18.0,559.55,703.4
2024-01,Nova Scotia,Construction,Full-time,Non-binary,15-24,30.56,30.0,1063.32,1014.7
2024-01,Nova Scotia,Construction,Full-time,Non-binary,25-34,38.74,39.77,1218.24,1442.62
2024-01,Nova Scotia,Construction,Full-time,Non-binary,35-44,43.34,44.08,1534.59,1745.87
2024-01,Nova Scotia,Construction,Full-time,Non-binary,45-54,42.14,40.69,1379.47,1493.49
2024-01,Nova Scotia,Construction,Full-time,Non-binary,55-64,39.13,37.32,1252.8,1381.96
2024-01,Nova Scotia,Construction,Full-time,Non-binary,65+,48.58,48.79,1739.39,1910.31
2024-01,Nova Scotia,Construction,Part-time,Male,15-24,15.72,15.27,494.71,540.49
2024-01,Nova Scotia,Construction,Part-time,Male,25-34,20.8,21.03,720.86,835.44
2024-01,Nova Scotia,Construction,Part-time,Male,35-44,31.94,32.04,1272.28,1218.09
2024-01,Nova Scotia,Construction,Part-time,Male,45-54,25.97,26.84,879.9,917.61
2024-01,Nova Scotia,Construction,Part-time,Male,55-64,32.08,33.2,1236.59,1172.65
2024-01,Nova Scotia,Construction,Part-time,Male,65+,25.65,25.16,841.16,811.09
2024-01,Nova Scotia,Construction,Part-time,Female,15-24,33.59,32.74,1286.61,1249.93
2024-01,Nova Scotia,Construction,Part-time,Female,25-34,22.35,22.03,820.16,868.74
2024-01,Nova Scotia,Construction,Part-time,Female,35-44,22.35,23.05,889.37,824.94
2024-01,Nova Scotia,Construction,Part-time,Female,45-54,19.54,18.81,756.54,665.66
2024-01,Nova Scotia,Construction,Part-time,Female,55-64,32.52,32.98,1271.18,1124.89
2024-01,Nova Scotia,Construction,Part-time,Female,65+,38.31,39.53,1396.58,1373.16
2024-01,Nova Scotia,Construction,Part-time,Non-binary,15-24,48.52,46.48,1544.18,1403.29
2024-01,Nova Scotia,Construction,Part-time,Non-binary,25-34,22.06,21.2,849.16,770.61
2024-01,Nova Scotia,Construction,Part-time,Non-binary,35-44,22.54,23.39,793.3,761.67
2024-01,Nova Scotia,Construction,Part-time,Non-binary,45-54,48.8,47.93,1765.19,1885.15
2024-01,Nova Scotia,Construction,Part-time,Non-binary,55-64,42.55,43.87,1605.96,1664.3
2024-01,Nova Scotia,Construction,Part-time,Non-binary,65+,21.57,20.73,820.76,707.8
2024-01,Nova Scotia,Manufacturing,Full-time,Male,15-24,26.02,25.65,867.8,843.79
2024-01,Nova Scotia,Manufacturing,Full-time,Male,25-34,23.3,22.29,741.03,805.69
2024-01,Nova Scotia,Manufacturing,Full-time,Male,35-44,39.84,41.29,1427.16,1312.61
2024-01,Nova Scotia,Manufacturing,Full-time,Male,45-54,31.09,32.37,1083.49,1284.91
2024-01,Nova Scotia,Manufacturing,Full-time,Male,55-64,35.43,36.58,1310.42,1358.3
2024-01,Nova Scotia,Manufacturing,Full-time,Male,65+,30.48,30.44,959.77,1189.83
2024-01,Nova Scotia,Manufacturing,Full-time,Female,15-24,19.55,18.82,716.09,680.93
2024-01,Nova Scotia,Manufacturing,Full-time,Female,25-34,20.85,21.0,679.79,747.76
2024-01,Nova Scotia,Manufacturing,Full-time,Female,35-44,49.49,51.03,1846.1,1699.65
2024-01,Nova Scotia,Manufacturing,Full-time,Female,45-54,40.35,41.13,1216.39,1300.76
2024-01,Nova Scotia,Manufacturing,Full-time,Female,55-64,26.5,26.37,998.46,999.98
2024-01,Nova Scotia,Manufacturing,Full-time,Female,65+,15.16,15.62,455.84,587.68
2024-01,Nova Scotia,Manufacturing,Full-time,Non-binary,15-24,31.25,32.68,1043.39,1233.22
2024-01,Nova Scotia,Manufacturing,Full-time,Non-binary,25-34,49.72,48.85,1746.45,1763.25
2024-01,Nova Scotia,Manufacturing,Full-time,Non-binary,35-44,45.03,47.07,1415.34,1493.22
2024-01,Nova Scotia,Manufacturing,Full-time,Non-binary,45-54,48.21,47.61,1861.1,1722.93
2024-01,Nova Scotia,Manufacturing,Full-time,Non-binary,55-64,45.89,45.61,1758.63,1459.83
2024-01,Nova Scotia,Manufacturing,Full-time,Non-binary,65+,42.74,41.12,1466.05,1447.46
2024-01,Nova Scotia,Manufacturing,Part-time,Male,15-24,28.94,28.73,1097.05,1041.55
2024-01,Nova Scotia,Manufacturing,Part-time,Male,25-34,38.73,38.11,1293.5,1521.92
2024-01,Nova Scotia,Manufacturing,Part-time,Male,35-44,43.04,42.29,1430.62,1424.56
2024-01,Nova Scotia,Manufacturing,Part-time,Male,45-54,49.79,50.51,1833.36,1522.96
2024-01,Nova Scotia,Manufacturing,Part-time,Male,55-64,16.07,16.67,600.72,575.58
2024-01,Nova Scotia,Manufacturing,Part-time,Male,65+,44.08,44.32,1652.23,1430.1
2024-01,Nova Scotia,Manufacturing,Part-time,Female,15-24,46.02,43.99,1462.3,1526.48
2024-01,Nova Scotia,Manufacturing,Part-time,Female,25-34,41.01,42.34,1627.12,1291.09
2024-01,Nova Scotia,Manufacturing,Part-time,Female,35-44,29.76,29.22,949.23,1096.51
2024-01,Nova Scotia,Manufacturing,Part-time,Female,45-54,37.6,38.34,1239.71,1207.32
2024-01,Nova Scotia,Manufacturing,Part-time,Female,55-64,39.42,40.87,1276.08,1486.32
2024-01,Nova Scotia,Manufacturing,Part-time,Female,65+,36.69,37.15,1162.97,1326.77
2024-01,Nova Scotia,Manufacturing,Part-time,Non-binary,15-24,27.25,27.45,915.28,969.69
2024-01,Nova Scotia,Manufacturing,Part-time,Non-binary,25-34,41.72,40.95,1516.17,1619.45
2024-01,Nova Scotia,Manufacturing,Part-time,Non-binary,35-44,25.76,26.55,832.3,950.26
2024-01,Nova Scotia,Manufacturing,Part-time,Non-binary,45-54,15.65,15.71,509.33,570.8
2024-01,Nova Scotia,Manufacturing,Part-time,Non-binary,55-64,43.49,42.46,1468.48,1547.35
2024-01,Nova Scotia,Manufacturing,Part-time,Non-binary,65+,17.71,17.5,577.62,585.4
2024-01,Nova Scotia,Retail Trade,Full-time,Male,15-24,38.17,37.24,1215.4,1344.77
2024-01,Nova Scotia,Retail Trade,Full-time,Male,25-34,18.12,17.95,604.51,656.63
2024-01,Nova Scotia,Retail Trade,Full-time,Male,35-44,45.34,46.56,1581.53,1832.02
2024-01,Nova Scotia,Retail Trade,Full-time,Male,45-54,24.98,24.4,795.98,891.59
2024-01,Nova Scotia,Retail Trade,Full-time,Male,55-64,34.13,33.43,1193.06,1034.82
2024-01,Nova Scotia,Retail Trade,Full-time,Male,65+,30.16,29.34,1098.54,886.54
2024-01,Nova Scotia,Retail Trade,Full-time,Female,15-24,30.16,28.98,1157.79,892.24
2024-01,Nova Scotia,Retail Trade,Full-time,Female,25-34,31.15,29.7,947.75,1164.26
2024-01,Nova Scotia,Retail Trade,Full-time,Female,35-44,40.13,38.99,1326.64,1415.62
2024-01,Nova Scotia,Retail Trade,Full-time,Female,45-54,20.66,21.08,675.1,697.72
2024-01,Nova Scotia,Retail Trade,Full-time,Female,55-64,20.97,20.94,720.93,760.22
2024-01,Nova Scotia,Retail Trade,Full-time,Female,65+,36.0,35.93,1375.55,1392.44
2024-01,Nova Scotia,Retail Trade,Full-time,Non-binary,15-24,16.75,16.79,515.94,527.17
2024-01,Nova Scotia,Retail Trade,Full-time,Non-binary,25-34,27.36,26.1,971.42,838.15
2024-01,Nova Scotia,Retail Trade,Full-time,Non-binary,35-44,33.25,33.64,1045.26,1112.2
2024-01,Nova Scotia,Retail Trade,Full-time,Non-binary,45-54,25.78,24.95,946.38,749.6
2024-01,Nova Scotia,Retail Trade,Full-time,Non-binary,55-64,36.19,35.88,1284.26,1077.96
2024-01,Nova Scotia,Retail Trade,Full-time,Non-binary,65+,47.6,48.57,1647.25,1768.62
2024-01,Nova Scotia,Retail Trade,Part-time,Male,15-24,41.42,41.36,1293.36,1366.56
2024-01,Nova Scotia,Retail Trade,Part-time,Male,25-34,45.65,45.53,1370.7,1416.83
2024-01,Nova Scotia,Retail Trade,Part-time,Male,35-44,18.28,17.88,600.42,546.71
2024-01,Nova Scotia,Retail Trade,Part-time,Male,45-54,21.17,22.05,640.87,841.58
2024-01,Nova Scotia,Retail Trade,Part-time,Male,55-64,42.61,44.11,1420.6,1433.23
2024-01,Nova Scotia,Retail Trade,Part-time,Male,65+,44.59,46.57,1471.81,1779.32
2024-01,Nova Scotia,Retail Trade,Part-time,Female,15-24,19.85,19.81,652.81,698.87
